"workerid","occludeFace","occludeWheel","faceID","faceValence","faceArousal","facePath","spinnerID","payoff1","payoff2","payoff3","prob1","prob2","prob3","win","winProb","angleProp","EV","PE","absPE","happy","sad","anger","surprise","disgust","fear","content","disapp"
354,0,0,35,3,4,"face_3_4_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.833,41.5,28.5,28.5,8,2,1,8,1,4,1,1
311,0,0,4,0,0,"face_0_0_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.478,47.85,32.15,32.15,1,6,6,5,6,6,1,7
80,0,0,29,-3,4,"face_-3_4_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.589,41.5,28.5,28.5,1,7,9,1,6,1,1,9
77,0,0,32,0,4,"face_0_4_1",47,55,70,85,0.28,0.51,0.21,70,0.51,0.745,68.95,1.05,1.05,3,1,1,8,1,1,1,3
292,0,0,35,3,4,"face_3_4_1",41,0,40,95,0.27,0.4,0.33,40,0.4,0.197,47.35,-7.35,7.35,8,1,1,8,1,1,8,1
65,0,0,7,3,0,"face_3_0_1",47,55,70,85,0.28,0.51,0.21,70,0.51,0.726,68.95,1.05,1.05,6,2,2,4,2,2,7,4
168,0,0,35,3,4,"face_3_4_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.255,60.5,-10.5,10.5,8,1,1,8,2,2,8,2
159,0,0,7,3,0,"face_3_0_1",1,0,30,60,0.38,0.36,0.26,0,0.38,0.059,26.4,-26.4,26.4,3,4,1,4,1,1,3,7
403,0,0,1,-3,0,"face_-3_0_1",41,0,40,95,0.27,0.4,0.33,40,0.4,0.09,47.35,-7.35,7.35,3,2,1,1,2,1,3,3
216,0,0,1,-3,0,"face_-3_0_1",41,0,40,95,0.27,0.4,0.33,40,0.4,0.238,47.35,-7.35,7.35,4,2,1,3,2,1,9,4
104,0,0,4,0,0,"face_0_0_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.995,47.85,32.15,32.15,6,3,2,4,1,1,1,1
123,0,0,29,-3,4,"face_-3_4_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.976,60.9,29.1,29.1,6,5,5,6,5,5,5,5
302,0,0,7,3,0,"face_3_0_1",49,50,75,90,0.3,0.52,0.18,50,0.3,0.389,70.2,-20.2,20.2,1,6,3,4,2,1,2,8
234,0,0,7,3,0,"face_3_0_1",41,0,40,95,0.27,0.4,0.33,40,0.4,0.406,47.35,-7.35,7.35,6,1,1,1,1,1,6,4
271,0,0,7,3,0,"face_3_0_1",49,50,75,90,0.3,0.52,0.18,50,0.3,0.758,70.2,-20.2,20.2,6,2,1,3,2,2,5,4
10,0,0,29,-3,4,"face_-3_4_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.403,47.85,32.15,32.15,4,1,1,1,1,1,2,1
397,0,0,29,-3,4,"face_-3_4_1",1,0,30,60,0.38,0.36,0.26,0,0.38,0.212,26.4,-26.4,26.4,1,2,9,8,9,1,1,9
124,0,0,1,-3,0,"face_-3_0_1",47,55,70,85,0.28,0.51,0.21,70,0.51,0.822,68.95,1.05,1.05,8,1,1,6,1,1,8,1
215,0,0,7,3,0,"face_3_0_1",41,0,40,95,0.27,0.4,0.33,40,0.4,0.057,47.35,-7.35,7.35,7,1,1,5,1,1,6,3
395,0,0,29,-3,4,"face_-3_4_1",47,55,70,85,0.28,0.51,0.21,70,0.51,0.372,68.95,1.05,1.05,5,4,7,6,7,1,2,6
448,0,0,35,3,4,"face_3_4_1",1,0,30,60,0.38,0.36,0.26,0,0.38,0.266,26.4,-26.4,26.4,8,2,2,7,3,3,6,3
105,0,0,1,-3,0,"face_-3_0_1",1,0,30,60,0.38,0.36,0.26,0,0.38,0.488,26.4,-26.4,26.4,1,2,3,2,3,1,1,5
138,0,0,32,0,4,"face_0_4_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.52,47.85,32.15,32.15,9,1,1,7,1,1,7,1
57,0,0,35,3,4,"face_3_4_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.996,60.5,-10.5,10.5,8,1,1,8,1,1,5,1
407,0,0,35,3,4,"face_3_4_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.694,60.9,29.1,29.1,8,1,1,9,1,1,8,1
268,0,0,38,4,6,"aface_3",41,0,40,95,0.27,0.4,0.33,40,0.4,0.071,47.35,-7.35,7.35,7,1,1,5,1,3,4,1
139,0,0,23,-2,3,"face_-2_3_1",47,55,70,85,0.28,0.51,0.21,70,0.51,0.522,68.95,1.05,1.05,4,4,3,8,3,3,5,5
369,0,0,37,4,5,"aface_2",49,50,75,90,0.3,0.52,0.18,50,0.3,0.601,70.2,-20.2,20.2,4,1,4,7,3,1,2,7
442,0,0,41,4,9,"aface_6",24,20,60,90,0.33,0.2,0.47,90,0.47,0.415,60.9,29.1,29.1,9,1,1,1,1,1,9,1
250,0,0,13,2,1,"face_2_1_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.657,57.9,2.1,2.1,7,2,1,3,1,1,5,2
166,0,0,13,2,1,"face_2_1_1",41,0,40,95,0.27,0.4,0.33,40,0.4,0.838,47.35,-7.35,7.35,7,1,1,3,1,1,1,2
394,0,0,40,4,8,"aface_5",47,55,70,85,0.28,0.51,0.21,70,0.51,0.911,68.95,1.05,1.05,5,3,2,4,2,2,4,4
232,0,0,19,1,2,"face_1_2_1",1,0,30,60,0.38,0.36,0.26,0,0.38,0.632,26.4,-26.4,26.4,2,2,3,7,1,1,7,2
63,0,0,36,4,4,"aface_1",47,55,70,85,0.28,0.51,0.21,70,0.51,0.608,68.95,1.05,1.05,9,1,1,7,1,1,8,1
95,0,0,37,4,5,"aface_2",41,0,40,95,0.27,0.4,0.33,40,0.4,0.92,47.35,-7.35,7.35,7,2,1,6,2,1,5,1
100,0,0,37,4,5,"aface_2",41,0,40,95,0.27,0.4,0.33,40,0.4,0.835,47.35,-7.35,7.35,6,3,1,5,1,1,7,3
224,0,0,19,1,2,"face_1_2_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.959,60.5,-10.5,10.5,6,2,1,3,1,1,6,1
106,0,0,40,4,8,"aface_5",41,0,40,95,0.27,0.4,0.33,40,0.4,0.231,47.35,-7.35,7.35,7,1,1,3,1,1,5,2
444,0,0,36,4,4,"aface_1",41,0,40,95,0.27,0.4,0.33,40,0.4,0.66,47.35,-7.35,7.35,6,1,1,1,1,1,5,4
402,0,0,27,2,3,"face_2_3_1",1,0,30,60,0.38,0.36,0.26,0,0.38,0.321,26.4,-26.4,26.4,6,1,1,7,1,1,8,1
297,0,0,36,4,4,"aface_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.743,41.5,28.5,28.5,8,1,1,7,1,1,7,1
238,0,0,39,4,7,"aface_4",49,50,75,90,0.3,0.52,0.18,50,0.3,0.119,70.2,-20.2,20.2,5,4,3,5,4,4,5,6
61,0,0,37,4,5,"aface_2",9,15,70,80,0.45,0.29,0.26,80,0.26,0.575,47.85,32.15,32.15,6,1,4,4,5,1,3,4
405,0,0,38,4,6,"aface_3",49,50,75,90,0.3,0.52,0.18,50,0.3,0.143,70.2,-20.2,20.2,7,1,1,6,1,1,6,1
381,0,0,39,4,7,"aface_4",32,45,60,90,0.52,0.29,0.19,60,0.29,0.727,57.9,2.1,2.1,5,1,1,3,1,1,3,5
276,0,0,9,-2,1,"face_-2_1_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.167,60.5,-10.5,10.5,5,6,3,3,5,5,5,5
200,0,0,36,4,4,"aface_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.453,60.5,-10.5,10.5,6,2,1,6,1,1,6,4
447,0,0,39,4,7,"aface_4",14,30,50,95,0.33,0.29,0.38,50,0.29,0.738,60.5,-10.5,10.5,6,1,2,1,2,1,8,4
218,0,0,39,4,7,"aface_4",12,20,45,70,0.4,0.34,0.26,70,0.26,0.747,41.5,28.5,28.5,5,1,1,4,1,1,1,1
44,0,0,38,4,6,"aface_3",32,45,60,90,0.52,0.29,0.19,60,0.29,0.946,57.9,2.1,2.1,3,7,5,5,6,1,3,7
192,0,0,41,4,9,"aface_6",14,30,50,95,0.33,0.29,0.38,50,0.29,0.515,60.5,-10.5,10.5,3,5,5,3,5,1,1,8
114,0,0,37,4,5,"aface_2",41,0,40,95,0.27,0.4,0.33,40,0.4,0.56,47.35,-7.35,7.35,2,6,9,7,7,2,1,9
92,0,0,38,4,6,"aface_3",24,20,60,90,0.33,0.2,0.47,90,0.47,0.279,60.9,29.1,29.1,1,1,6,5,4,1,1,3
87,0,0,23,-2,3,"face_-2_3_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.967,60.9,29.1,29.1,7,1,1,9,1,6,3,1
112,0,0,23,-2,3,"face_-2_3_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.873,60.9,29.1,29.1,4,1,4,5,1,1,3,1
445,0,0,9,-2,1,"face_-2_1_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.674,41.5,28.5,28.5,4,4,2,4,2,2,5,2
333,0,0,39,4,7,"aface_4",47,55,70,85,0.28,0.51,0.21,70,0.51,0.116,68.95,1.05,1.05,7,1,1,3,1,1,7,1
259,0,0,13,2,1,"face_2_1_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.075,57.9,2.1,2.1,7,1,1,4,1,1,9,1
49,0,0,13,2,1,"face_2_1_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.019,41.5,28.5,28.5,8,1,1,5,1,1,7,2
350,0,0,13,2,1,"face_2_1_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.953,60.5,-10.5,10.5,6,4,2,3,2,2,6,3
117,0,0,9,-2,1,"face_-2_1_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.557,47.85,32.15,32.15,4,1,1,3,1,1,1,3
70,0,0,13,2,1,"face_2_1_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.34,57.9,2.1,2.1,8,2,2,5,1,1,4,2
78,0,0,38,4,6,"aface_3",32,45,60,90,0.52,0.29,0.19,60,0.29,0.852,57.9,2.1,2.1,6,1,1,3,1,1,4,2
409,0,0,38,4,6,"aface_3",14,30,50,95,0.33,0.29,0.38,50,0.29,0.378,60.5,-10.5,10.5,5,2,1,1,3,1,3,6
387,0,0,39,4,7,"aface_4",14,30,50,95,0.33,0.29,0.38,50,0.29,0.121,60.5,-10.5,10.5,5,1,1,3,1,1,5,1
20,0,0,36,4,4,"aface_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.712,41.5,28.5,28.5,3,4,6,6,5,6,6,8
40,0,0,39,4,7,"aface_4",24,20,60,90,0.33,0.2,0.47,90,0.47,0.797,60.9,29.1,29.1,9,1,1,7,1,1,5,1
451,0,0,38,4,6,"aface_3",41,0,40,95,0.27,0.4,0.33,40,0.4,0.488,47.35,-7.35,7.35,5,3,5,5,4,3,6,6
253,0,0,19,1,2,"face_1_2_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.926,47.85,32.15,32.15,6,3,1,6,1,1,6,3
278,0,0,38,4,6,"aface_3",32,45,60,90,0.52,0.29,0.19,60,0.29,0.925,57.9,2.1,2.1,7,1,1,5,1,1,5,1
48,0,0,36,4,4,"aface_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.965,60.5,-10.5,10.5,5,3,4,7,5,1,5,7
449,0,0,27,2,3,"face_2_3_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.423,60.5,-10.5,10.5,7,1,1,3,1,1,5,2
195,0,0,13,2,1,"face_2_1_1",47,55,70,85,0.28,0.51,0.21,70,0.51,0.907,68.95,1.05,1.05,8,1,1,5,1,1,9,1
52,0,0,41,4,9,"aface_6",24,20,60,90,0.33,0.2,0.47,90,0.47,0.167,60.9,29.1,29.1,4,2,4,3,2,1,4,3
375,0,0,39,4,7,"aface_4",41,0,40,95,0.27,0.4,0.33,40,0.4,0.435,47.35,-7.35,7.35,4,2,1,4,1,1,4,5
439,0,0,9,-2,1,"face_-2_1_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.214,60.5,-10.5,10.5,4,6,5,2,4,1,4,6
167,0,0,36,4,4,"aface_1",1,0,30,60,0.38,0.36,0.26,0,0.38,0.139,26.4,-26.4,26.4,1,4,1,1,1,1,1,3
91,0,0,36,4,4,"aface_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.245,60.5,-10.5,10.5,6,1,1,1,1,1,1,1
390,0,0,23,-2,3,"face_-2_3_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.56,57.9,2.1,2.1,6,3,2,2,5,1,4,6
312,0,0,37,4,5,"aface_2",47,55,70,85,0.28,0.51,0.21,70,0.51,0.556,68.95,1.05,1.05,7,2,1,2,1,1,3,1
164,0,0,40,4,8,"aface_5",24,20,60,90,0.33,0.2,0.47,90,0.47,0.007,60.9,29.1,29.1,9,1,1,9,1,1,1,1
305,0,0,37,4,5,"aface_2",12,20,45,70,0.4,0.34,0.26,70,0.26,0.827,41.5,28.5,28.5,9,2,3,8,3,1,2,1
437,0,0,17,-1,2,"face_-1_2_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.545,60.5,-10.5,10.5,1,7,1,7,3,1,1,8
50,0,0,37,4,5,"aface_2",49,50,75,90,0.3,0.52,0.18,50,0.3,0.236,70.2,-20.2,20.2,6,2,1,5,2,1,6,3
456,0,0,36,4,4,"aface_1",1,0,30,60,0.38,0.36,0.26,0,0.38,0.543,26.4,-26.4,26.4,1,7,8,5,9,4,1,9
376,0,0,19,1,2,"face_1_2_1",1,0,30,60,0.38,0.36,0.26,0,0.38,0.211,26.4,-26.4,26.4,3,1,4,2,3,1,4,1
392,0,0,17,-1,2,"face_-1_2_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.39,41.5,28.5,28.5,8,1,1,7,1,1,7,1
32,0,0,37,4,5,"aface_2",1,0,30,60,0.38,0.36,0.26,0,0.38,0.556,26.4,-26.4,26.4,1,5,2,3,3,1,1,7
196,0,0,19,1,2,"face_1_2_1",41,0,40,95,0.27,0.4,0.33,40,0.4,0.214,47.35,-7.35,7.35,6,1,1,6,1,1,4,2
62,0,0,36,4,4,"aface_1",49,50,75,90,0.3,0.52,0.18,50,0.3,0.326,70.2,-20.2,20.2,3,4,5,2,5,3,2,8
42,0,0,41,4,9,"aface_6",49,50,75,90,0.3,0.52,0.18,50,0.3,0.974,70.2,-20.2,20.2,3,1,2,1,3,1,2,3
366,0,0,37,4,5,"aface_2",1,0,30,60,0.38,0.36,0.26,0,0.38,0.379,26.4,-26.4,26.4,1,5,9,4,7,1,1,8
455,0,0,39,4,7,"aface_4",24,20,60,90,0.33,0.2,0.47,90,0.47,0.94,60.9,29.1,29.1,8,1,3,6,1,1,5,3
2,0,0,39,4,7,"aface_4",32,45,60,90,0.52,0.29,0.19,60,0.29,0.469,57.9,2.1,2.1,4,1,1,1,1,1,3,2
3,0,0,37,4,5,"aface_2",14,30,50,95,0.33,0.29,0.38,50,0.29,0.801,60.5,-10.5,10.5,4,6,6,3,6,1,4,7
214,0,0,36,4,4,"aface_1",47,55,70,85,0.28,0.51,0.21,70,0.51,0.411,68.95,1.05,1.05,4,2,7,3,5,3,3,7
365,0,0,19,1,2,"face_1_2_1",49,50,75,90,0.3,0.52,0.18,50,0.3,0.347,70.2,-20.2,20.2,7,2,2,6,2,2,7,2
244,0,0,13,2,1,"face_2_1_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.405,60.9,29.1,29.1,9,1,1,5,1,2,7,1
154,0,0,17,-1,2,"face_-1_2_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.029,41.5,28.5,28.5,6,1,1,7,1,1,4,1
179,0,0,13,2,1,"face_2_1_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.353,57.9,2.1,2.1,7,2,2,8,1,2,7,3
364,0,0,9,-2,1,"face_-2_1_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.442,57.9,2.1,2.1,7,1,1,3,1,3,8,6
412,0,0,40,4,8,"aface_5",24,20,60,90,0.33,0.2,0.47,90,0.47,0.869,60.9,29.1,29.1,7,1,1,5,1,1,6,1
331,0,0,38,4,6,"aface_3",12,20,45,70,0.4,0.34,0.26,70,0.26,0.695,41.5,28.5,28.5,8,1,1,7,1,1,9,1
152,0,0,38,4,6,"aface_3",47,55,70,85,0.28,0.51,0.21,70,0.51,0.634,68.95,1.05,1.05,8,1,1,6,1,1,7,2
287,0,0,36,4,4,"aface_1",47,55,70,85,0.28,0.51,0.21,70,0.51,0.375,68.95,1.05,1.05,6,1,1,1,1,1,5,1
187,0,0,27,2,3,"face_2_3_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.643,60.5,-10.5,10.5,9,1,1,9,1,1,1,1
328,0,0,17,-1,2,"face_-1_2_1",47,55,70,85,0.28,0.51,0.21,70,0.51,0.793,68.95,1.05,1.05,7,3,1,1,1,1,5,2
421,0,0,19,1,2,"face_1_2_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.236,47.85,32.15,32.15,6,1,1,6,1,1,5,2
25,0,0,13,2,1,"face_2_1_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.879,60.9,29.1,29.1,6,2,2,5,1,2,7,2
443,0,0,38,4,6,"aface_3",47,55,70,85,0.28,0.51,0.21,70,0.51,0.54,68.95,1.05,1.05,5,1,2,7,1,1,3,6
332,0,0,13,2,1,"face_2_1_1",1,0,30,60,0.38,0.36,0.26,0,0.38,0.228,26.4,-26.4,26.4,5,5,6,3,5,5,3,5
88,0,0,38,4,6,"aface_3",12,20,45,70,0.4,0.34,0.26,70,0.26,0.967,41.5,28.5,28.5,8,2,1,6,2,2,7,1
330,0,0,9,-2,1,"face_-2_1_1",1,0,30,60,0.38,0.36,0.26,0,0.38,0.874,26.4,-26.4,26.4,1,7,6,3,5,1,2,6
212,0,0,39,4,7,"aface_4",47,55,70,85,0.28,0.51,0.21,70,0.51,0.352,68.95,1.05,1.05,8,1,1,8,1,1,9,1
93,0,0,39,4,7,"aface_4",24,20,60,90,0.33,0.2,0.47,90,0.47,0.69,60.9,29.1,29.1,9,1,1,2,1,1,9,1
109,0,0,39,4,7,"aface_4",24,20,60,90,0.33,0.2,0.47,90,0.47,0.668,60.9,29.1,29.1,9,1,1,6,1,1,9,1
135,0,0,9,-2,1,"face_-2_1_1",41,0,40,95,0.27,0.4,0.33,40,0.4,0.731,47.35,-7.35,7.35,5,5,3,6,5,2,3,7
178,0,0,23,-2,3,"face_-2_3_1",47,55,70,85,0.28,0.51,0.21,70,0.51,0.741,68.95,1.05,1.05,4,2,2,7,4,2,1,4
4,0,0,40,4,8,"aface_5",49,50,75,90,0.3,0.52,0.18,50,0.3,0.321,70.2,-20.2,20.2,4,4,1,1,1,2,5,8
233,0,0,40,4,8,"aface_5",32,45,60,90,0.52,0.29,0.19,60,0.29,0.329,57.9,2.1,2.1,5,3,2,4,2,1,5,3
389,0,0,13,2,1,"face_2_1_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.285,41.5,28.5,28.5,9,1,9,9,1,1,9,1
459,0,0,13,2,1,"face_2_1_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.918,60.9,29.1,29.1,7,1,1,5,1,1,9,3
134,0,0,37,4,5,"aface_2",41,0,40,95,0.27,0.4,0.33,40,0.4,0.866,47.35,-7.35,7.35,7,2,2,6,1,1,7,2
149,0,0,35,3,4,"face_3_4_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.045,60.9,29.1,29.1,9,1,1,5,1,1,1,1
73,0,0,7,3,0,"face_3_0_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.913,60.5,-10.5,10.5,3,2,1,1,1,1,4,2
317,0,0,35,3,4,"face_3_4_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.954,57.9,2.1,2.1,6,1,1,5,1,1,7,1
163,0,0,1,-3,0,"face_-3_0_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.188,57.9,2.1,2.1,5,5,5,5,3,4,6,5
68,0,0,1,-3,0,"face_-3_0_1",1,0,30,60,0.38,0.36,0.26,0,0.38,0.916,26.4,-26.4,26.4,2,6,5,2,1,1,1,6
225,0,0,4,0,0,"face_0_0_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.26,60.5,-10.5,10.5,5,2,2,6,1,2,7,2
53,0,0,32,0,4,"face_0_4_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.878,60.5,-10.5,10.5,6,2,1,6,1,1,5,3
398,0,0,35,3,4,"face_3_4_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.37,47.85,32.15,32.15,9,1,1,7,1,1,8,1
298,0,0,32,0,4,"face_0_4_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.66,60.9,29.1,29.1,7,1,1,9,1,1,1,1
193,0,0,4,0,0,"face_0_0_1",41,0,40,95,0.27,0.4,0.33,40,0.4,0.055,47.35,-7.35,7.35,2,5,3,5,2,1,7,4
419,0,0,32,0,4,"face_0_4_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.819,60.5,-10.5,10.5,6,5,3,9,2,1,3,6
60,0,0,29,-3,4,"face_-3_4_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.01,60.9,29.1,29.1,6,1,7,7,4,1,3,6
157,0,0,4,0,0,"face_0_0_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.936,60.5,-10.5,10.5,1,4,1,1,1,1,4,4
156,0,0,7,3,0,"face_3_0_1",47,55,70,85,0.28,0.51,0.21,70,0.51,0.972,68.95,1.05,1.05,7,1,1,3,1,1,5,3
457,0,0,32,0,4,"face_0_4_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.093,60.9,29.1,29.1,7,1,1,9,1,1,9,1
228,0,0,32,0,4,"face_0_4_1",1,0,30,60,0.38,0.36,0.26,0,0.38,0.843,26.4,-26.4,26.4,1,2,3,8,6,1,3,8
361,0,0,29,-3,4,"face_-3_4_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.425,57.9,2.1,2.1,1,7,9,2,8,3,1,9
249,0,0,4,0,0,"face_0_0_1",41,0,40,95,0.27,0.4,0.33,40,0.4,0.521,47.35,-7.35,7.35,6,3,1,3,3,2,3,3
377,0,0,4,0,0,"face_0_0_1",16,25,60,100,0.45,0.37,0.18,25,0.45,0.814,51.45,-26.45,26.45,5,5,3,6,2,2,5,7
174,0,0,7,3,0,"face_3_0_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.58,60.9,29.1,29.1,6,1,1,3,2,1,4,7
452,0,0,35,3,4,"face_3_4_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.005,57.9,2.1,2.1,8,3,3,4,2,2,7,2
362,0,0,7,3,0,"face_3_0_1",41,0,40,95,0.27,0.4,0.33,40,0.4,0.192,47.35,-7.35,7.35,6,3,2,3,3,2,4,5
59,0,0,32,0,4,"face_0_4_1",41,0,40,95,0.27,0.4,0.33,40,0.4,0.736,47.35,-7.35,7.35,5,1,1,5,1,1,6,1
288,0,0,35,3,4,"face_3_4_1",47,55,70,85,0.28,0.51,0.21,70,0.51,0.084,68.95,1.05,1.05,8,1,1,5,1,1,7,1
122,0,0,7,3,0,"face_3_0_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.307,57.9,2.1,2.1,8,1,1,1,1,1,7,1
414,0,0,32,0,4,"face_0_4_1",41,0,40,95,0.27,0.4,0.33,40,0.4,0.992,47.35,-7.35,7.35,4,2,1,9,1,1,7,2
296,0,0,35,3,4,"face_3_4_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.284,60.9,29.1,29.1,8,1,1,7,1,1,2,1
58,0,0,29,-3,4,"face_-3_4_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.536,57.9,2.1,2.1,3,2,7,6,9,3,2,6
237,0,0,32,0,4,"face_0_4_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.583,41.5,28.5,28.5,8,1,1,9,1,1,8,1
175,0,0,32,0,4,"face_0_4_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.757,60.9,29.1,29.1,8,1,1,5,1,1,7,1
108,0,0,32,0,4,"face_0_4_1",1,0,30,60,0.38,0.36,0.26,0,0.38,0.308,26.4,-26.4,26.4,3,3,3,8,3,3,3,3
77,0,0,29,-3,4,"face_-3_4_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.663,47.85,32.15,32.15,1,1,9,1,4,1,1,1
292,0,0,7,3,0,"face_3_0_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.305,60.5,-10.5,10.5,7,1,1,5,1,2,8,2
27,0,0,1,-3,0,"face_-3_0_1",16,25,60,100,0.45,0.37,0.18,25,0.45,0.862,51.45,-26.45,26.45,1,5,2,1,3,1,1,6
430,0,0,1,-3,0,"face_-3_0_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.812,60.9,29.1,29.1,3,1,1,1,1,1,3,1
261,0,0,35,3,4,"face_3_4_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.787,47.85,32.15,32.15,9,1,1,5,1,1,6,1
344,0,0,35,3,4,"face_3_4_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.613,41.5,28.5,28.5,9,1,1,5,1,1,9,1
146,0,0,29,-3,4,"face_-3_4_1",14,30,50,95,0.33,0.29,0.38,50,0.29,0.385,60.5,-10.5,10.5,3,7,5,8,8,1,2,9
408,0,0,32,0,4,"face_0_4_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.156,60.9,29.1,29.1,7,1,1,8,1,1,4,1
65,0,0,1,-3,0,"face_-3_0_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.039,41.5,28.5,28.5,3,2,5,3,2,2,2,6
434,0,0,35,3,4,"face_3_4_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.226,47.85,32.15,32.15,9,1,1,6,1,1,8,1
11,0,0,1,-3,0,"face_-3_0_1",1,0,30,60,0.38,0.36,0.26,0,0.38,0.565,26.4,-26.4,26.4,1,7,9,5,9,1,1,9
148,0,0,35,3,4,"face_3_4_1",9,15,70,80,0.45,0.29,0.26,80,0.26,0.135,47.85,32.15,32.15,9,1,1,5,1,1,1,1
205,0,0,7,3,0,"face_3_0_1",1,0,30,60,0.38,0.36,0.26,0,0.38,0.364,26.4,-26.4,26.4,1,9,7,7,5,1,1,8
185,0,0,4,0,0,"face_0_0_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.944,60.9,29.1,29.1,1,1,1,1,1,1,9,1
219,0,0,35,3,4,"face_3_4_1",47,55,70,85,0.28,0.51,0.21,70,0.51,0.409,68.95,1.05,1.05,7,1,1,5,1,1,6,1
159,0,0,4,0,0,"face_0_0_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.508,57.9,2.1,2.1,1,3,6,7,2,1,3,5
216,0,0,1,-3,0,"face_-3_0_1",1,0,30,60,0.38,0.36,0.26,0,0.38,0.829,26.4,-26.4,26.4,2,3,7,3,8,1,1,9
252,0,0,35,3,4,"face_3_4_1",41,0,40,95,0.27,0.4,0.33,40,0.4,0.345,47.35,-7.35,7.35,8,2,1,4,1,1,8,4
83,0,0,7,3,0,"face_3_0_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.474,57.9,2.1,2.1,6,2,1,1,2,2,8,4
123,0,0,1,-3,0,"face_-3_0_1",32,45,60,90,0.52,0.29,0.19,60,0.29,0.092,57.9,2.1,2.1,5,5,5,5,5,5,5,5
302,0,0,35,3,4,"face_3_4_1",24,20,60,90,0.33,0.2,0.47,90,0.47,0.343,60.9,29.1,29.1,9,1,1,6,1,1,9,1
234,0,0,4,0,0,"face_0_0_1",12,20,45,70,0.4,0.34,0.26,70,0.26,0.177,41.5,28.5,28.5,3,1,1,1,1,1,5,1
