"workerid","occludeUtterance","occludeWheel","utteranceID","utterance","spinnerID","payoff1","payoff2","payoff3","prob1","prob2","prob3","win","winProb","angleProp","EV","PE","absPE","happy","sad","anger","surprise","disgust","fear","content","disapp"
40,0,0,8,"dang",24,20,60,90,0.33,0.2,0.47,90,0.47,0.06,60.9,29.1,29.1,9,1,1,9,1,1,9,1
148,0,0,7,"damn",16,25,60,100,0.45,0.37,0.18,25,0.45,0.245,51.45,-26.45,26.45,3,5,4,6,6,4,5,6
29,0,0,2,"awesome",1,0,30,60,0.38,0.36,0.26,0,0.38,0.831,26.4,-26.4,26.4,4,6,6,7,1,1,3,7
7,0,0,8,"dang",49,50,75,90,0.3,0.52,0.18,50,0.3,0.356,70.2,-20.2,20.2,2,4,4,4,2,1,3,4
119,0,0,2,"awesome",49,50,75,90,0.3,0.52,0.18,50,0.3,0.03,70.2,-20.2,20.2,9,1,1,5,1,1,9,1
44,0,0,2,"awesome",41,0,40,95,0.27,0.4,0.33,40,0.4,0.805,47.35,-7.35,7.35,8,1,1,4,1,1,6,1
143,0,0,5,"man",12,20,45,70,0.4,0.34,0.26,70,0.26,0.969,41.5,28.5,28.5,9,2,2,7,3,6,4,4
107,0,0,6,"oh",12,20,45,70,0.4,0.34,0.26,70,0.26,0.299,41.5,28.5,28.5,9,1,1,9,1,1,9,1
65,0,0,5,"man",41,0,40,95,0.27,0.4,0.33,40,0.4,0.226,47.35,-7.35,7.35,6,1,1,6,1,1,1,2
79,0,0,1,"cool",1,0,30,60,0.38,0.36,0.26,0,0.38,0.127,26.4,-26.4,26.4,1,9,3,7,6,1,1,9
72,0,0,1,"cool",41,0,40,95,0.27,0.4,0.33,40,0.4,0.991,47.35,-7.35,7.35,7,1,1,6,1,1,7,1
90,0,0,8,"dang",1,0,30,60,0.38,0.36,0.26,0,0.38,0.009,26.4,-26.4,26.4,1,1,1,7,1,1,1,8
132,0,0,4,"wow",47,55,70,85,0.28,0.51,0.21,70,0.51,0.991,68.95,1.05,1.05,5,1,1,4,1,1,6,3
69,0,0,3,"yay",49,50,75,90,0.3,0.52,0.18,50,0.3,0.086,70.2,-20.2,20.2,5,2,1,1,1,1,6,3
54,0,0,10,"yikes",49,50,75,90,0.3,0.52,0.18,50,0.3,0.378,70.2,-20.2,20.2,4,3,3,7,1,1,2,6
14,0,0,2,"awesome",41,0,40,95,0.27,0.4,0.33,40,0.4,0.639,47.35,-7.35,7.35,1,6,2,3,4,1,5,4
80,0,0,6,"oh",16,25,60,100,0.45,0.37,0.18,25,0.45,0.851,51.45,-26.45,26.45,2,2,1,3,3,4,1,6
81,0,0,10,"yikes",9,15,70,80,0.45,0.29,0.26,80,0.26,0.6,47.85,32.15,32.15,6,1,1,8,1,1,5,3
88,0,0,10,"yikes",1,0,30,60,0.38,0.36,0.26,0,0.38,0.567,26.4,-26.4,26.4,1,5,4,7,8,2,1,9
52,0,0,2,"awesome",16,25,60,100,0.45,0.37,0.18,25,0.45,0.606,51.45,-26.45,26.45,7,1,1,2,1,1,7,3
63,0,0,3,"yay",1,0,30,60,0.38,0.36,0.26,0,0.38,0.674,26.4,-26.4,26.4,1,8,3,2,9,1,1,9
136,0,0,3,"yay",12,20,45,70,0.4,0.34,0.26,70,0.26,0.996,41.5,28.5,28.5,7,2,1,6,2,2,6,1
42,0,0,1,"cool",49,50,75,90,0.3,0.52,0.18,50,0.3,0.5,70.2,-20.2,20.2,7,1,1,1,1,1,9,2
18,0,0,6,"oh",49,50,75,90,0.3,0.52,0.18,50,0.3,0.393,70.2,-20.2,20.2,6,3,1,3,2,1,7,3
57,0,0,6,"oh",1,0,30,60,0.38,0.36,0.26,0,0.38,0.067,26.4,-26.4,26.4,1,3,3,3,5,1,1,7
20,0,0,3,"yay",24,20,60,90,0.33,0.2,0.47,90,0.47,0.873,60.9,29.1,29.1,9,1,1,4,1,1,9,1
125,0,0,7,"damn",41,0,40,95,0.27,0.4,0.33,40,0.4,0.673,47.35,-7.35,7.35,6,3,6,6,3,2,6,3
130,0,0,8,"dang",1,0,30,60,0.38,0.36,0.26,0,0.38,0.108,26.4,-26.4,26.4,1,9,9,5,7,2,3,8
75,0,0,2,"awesome",49,50,75,90,0.3,0.52,0.18,50,0.3,0.983,70.2,-20.2,20.2,8,1,1,6,1,1,7,1
91,0,0,10,"yikes",49,50,75,90,0.3,0.52,0.18,50,0.3,0.732,70.2,-20.2,20.2,1,7,5,7,5,1,1,8
98,0,0,8,"dang",9,15,70,80,0.45,0.29,0.26,80,0.26,0.113,47.85,32.15,32.15,9,1,1,9,1,1,8,1
35,0,0,6,"oh",24,20,60,90,0.33,0.2,0.47,90,0.47,0.068,60.9,29.1,29.1,9,1,1,9,1,1,9,1
58,0,0,6,"oh",16,25,60,100,0.45,0.37,0.18,25,0.45,0.739,51.45,-26.45,26.45,2,6,5,3,5,2,2,8
15,0,0,10,"yikes",41,0,40,95,0.27,0.4,0.33,40,0.4,0.085,47.35,-7.35,7.35,4,1,1,7,2,3,4,6
100,0,0,3,"yay",1,0,30,60,0.38,0.36,0.26,0,0.38,0.813,26.4,-26.4,26.4,4,3,1,9,5,1,5,4
30,0,0,6,"oh",14,30,50,95,0.33,0.29,0.38,50,0.29,0.576,60.5,-10.5,10.5,5,6,4,5,6,1,3,7
26,0,0,8,"dang",9,15,70,80,0.45,0.29,0.26,80,0.26,0.59,47.85,32.15,32.15,9,1,1,9,1,3,7,2
76,0,0,2,"awesome",1,0,30,60,0.38,0.36,0.26,0,0.38,0.87,26.4,-26.4,26.4,1,7,4,4,2,1,1,9
25,0,0,10,"yikes",47,55,70,85,0.28,0.51,0.21,70,0.51,0.141,68.95,1.05,1.05,6,3,2,6,2,2,7,3
93,0,0,3,"yay",16,25,60,100,0.45,0.37,0.18,25,0.45,0.949,51.45,-26.45,26.45,9,1,1,8,1,1,6,1
105,0,0,8,"dang",24,20,60,90,0.33,0.2,0.47,90,0.47,0.403,60.9,29.1,29.1,8,1,1,7,1,1,7,1
112,0,0,9,"meh",16,25,60,100,0.45,0.37,0.18,25,0.45,0.642,51.45,-26.45,26.45,5,2,2,2,1,1,8,2
16,0,0,3,"yay",47,55,70,85,0.28,0.51,0.21,70,0.51,0.745,68.95,1.05,1.05,7,2,2,6,1,2,7,1
67,0,0,10,"yikes",49,50,75,90,0.3,0.52,0.18,50,0.3,0.771,70.2,-20.2,20.2,1,2,2,2,3,9,1,6
140,0,0,10,"yikes",14,30,50,95,0.33,0.29,0.38,50,0.29,0.575,60.5,-10.5,10.5,4,7,5,6,6,1,4,7
40,0,0,3,"yay",49,50,75,90,0.3,0.52,0.18,50,0.3,0.436,70.2,-20.2,20.2,9,1,1,9,1,1,9,1
51,0,0,4,"wow",49,50,75,90,0.3,0.52,0.18,50,0.3,0.111,70.2,-20.2,20.2,5,3,1,5,3,1,5,8
7,0,0,2,"awesome",14,30,50,95,0.33,0.29,0.38,50,0.29,0.657,60.5,-10.5,10.5,8,1,1,4,1,1,4,1
146,0,0,2,"awesome",47,55,70,85,0.28,0.51,0.21,70,0.51,0.108,68.95,1.05,1.05,7,3,3,6,3,3,6,2
119,0,0,3,"yay",9,15,70,80,0.45,0.29,0.26,80,0.26,0.729,47.85,32.15,32.15,9,1,1,5,1,1,9,1
107,0,0,1,"cool",47,55,70,85,0.28,0.51,0.21,70,0.51,0.42,68.95,1.05,1.05,8,2,1,1,1,1,8,2
31,0,0,2,"awesome",49,50,75,90,0.3,0.52,0.18,50,0.3,0.117,70.2,-20.2,20.2,8,2,2,7,2,2,8,2
65,0,0,9,"meh",12,20,45,70,0.4,0.34,0.26,70,0.26,0.095,41.5,28.5,28.5,8,1,1,5,1,1,1,1
85,0,0,9,"meh",49,50,75,90,0.3,0.52,0.18,50,0.3,0.962,70.2,-20.2,20.2,3,4,3,3,4,1,3,5
72,0,0,9,"meh",14,30,50,95,0.33,0.29,0.38,50,0.29,0.416,60.5,-10.5,10.5,4,2,1,2,1,1,3,7
104,0,0,2,"awesome",24,20,60,90,0.33,0.2,0.47,90,0.47,0.624,60.9,29.1,29.1,9,1,1,9,1,1,9,1
11,0,0,2,"awesome",24,20,60,90,0.33,0.2,0.47,90,0.47,0.035,60.9,29.1,29.1,9,4,3,8,6,5,5,8
132,0,0,8,"dang",1,0,30,60,0.38,0.36,0.26,0,0.38,0.863,26.4,-26.4,26.4,1,5,5,5,5,1,1,7
101,0,0,3,"yay",1,0,30,60,0.38,0.36,0.26,0,0.38,0.921,26.4,-26.4,26.4,1,2,2,3,2,1,1,4
82,0,0,1,"cool",12,20,45,70,0.4,0.34,0.26,70,0.26,0.994,41.5,28.5,28.5,9,1,1,9,1,1,9,1
81,0,0,2,"awesome",12,20,45,70,0.4,0.34,0.26,70,0.26,0.82,41.5,28.5,28.5,9,1,1,9,1,1,9,1
96,0,0,3,"yay",12,20,45,70,0.4,0.34,0.26,70,0.26,0.279,41.5,28.5,28.5,7,1,1,3,1,1,6,1
136,0,0,10,"yikes",1,0,30,60,0.38,0.36,0.26,0,0.38,0.665,26.4,-26.4,26.4,1,7,6,2,7,8,3,7
46,0,0,3,"yay",24,20,60,90,0.33,0.2,0.47,90,0.47,0.735,60.9,29.1,29.1,9,1,1,1,1,1,9,1
89,0,0,3,"yay",32,45,60,90,0.52,0.29,0.19,60,0.29,0.572,57.9,2.1,2.1,8,1,1,7,1,1,8,1
131,0,0,10,"yikes",1,0,30,60,0.38,0.36,0.26,0,0.38,0.422,26.4,-26.4,26.4,3,3,2,3,2,1,5,6
6,0,0,9,"meh",32,45,60,90,0.52,0.29,0.19,60,0.29,0.61,57.9,2.1,2.1,3,6,2,4,7,1,4,8
38,0,0,8,"dang",49,50,75,90,0.3,0.52,0.18,50,0.3,0.595,70.2,-20.2,20.2,2,4,2,4,1,1,5,7
102,0,0,1,"cool",24,20,60,90,0.33,0.2,0.47,90,0.47,0.308,60.9,29.1,29.1,5,1,1,3,1,1,1,1
125,0,0,9,"meh",49,50,75,90,0.3,0.52,0.18,50,0.3,0.826,70.2,-20.2,20.2,4,5,3,6,5,2,6,6
86,0,0,9,"meh",47,55,70,85,0.28,0.51,0.21,70,0.51,0.297,68.95,1.05,1.05,3,4,5,4,7,2,2,8
75,0,0,4,"wow",12,20,45,70,0.4,0.34,0.26,70,0.26,0.039,41.5,28.5,28.5,7,1,1,8,1,1,5,1
111,0,0,4,"wow",12,20,45,70,0.4,0.34,0.26,70,0.26,0.428,41.5,28.5,28.5,9,1,1,9,1,1,1,1
91,0,0,7,"damn",14,30,50,95,0.33,0.29,0.38,50,0.29,0.327,60.5,-10.5,10.5,1,9,8,7,9,1,1,9
98,0,0,3,"yay",16,25,60,100,0.45,0.37,0.18,25,0.45,0.271,51.45,-26.45,26.45,6,2,2,6,4,3,5,5
58,0,0,4,"wow",12,20,45,70,0.4,0.34,0.26,70,0.26,0.173,41.5,28.5,28.5,7,1,1,6,1,1,7,1
15,0,0,5,"man",1,0,30,60,0.38,0.36,0.26,0,0.38,0.797,26.4,-26.4,26.4,1,8,7,3,9,1,1,9
137,0,0,10,"yikes",16,25,60,100,0.45,0.37,0.18,25,0.45,0.041,51.45,-26.45,26.45,2,4,4,6,4,1,1,4
25,0,0,2,"awesome",9,15,70,80,0.45,0.29,0.26,80,0.26,0.311,47.85,32.15,32.15,9,1,1,7,1,1,8,1
109,0,0,7,"damn",9,15,70,80,0.45,0.29,0.26,80,0.26,0.235,47.85,32.15,32.15,9,1,1,9,2,2,9,1
43,0,0,5,"man",49,50,75,90,0.3,0.52,0.18,50,0.3,0.318,70.2,-20.2,20.2,9,8,7,6,4,3,4,5
142,0,0,7,"damn",32,45,60,90,0.52,0.29,0.19,60,0.29,0.576,57.9,2.1,2.1,1,5,1,4,1,1,1,7
121,0,0,10,"yikes",14,30,50,95,0.33,0.29,0.38,50,0.29,0.471,60.5,-10.5,10.5,2,4,4,9,7,1,3,9
27,0,0,4,"wow",24,20,60,90,0.33,0.2,0.47,90,0.47,0.667,60.9,29.1,29.1,9,1,1,9,1,1,7,1
124,0,0,3,"yay",1,0,30,60,0.38,0.36,0.26,0,0.38,0.78,26.4,-26.4,26.4,2,4,3,6,3,2,5,6
105,0,0,2,"awesome",14,30,50,95,0.33,0.29,0.38,50,0.29,0.308,60.5,-10.5,10.5,6,1,1,5,1,1,6,2
112,0,0,8,"dang",49,50,75,90,0.3,0.52,0.18,50,0.3,0.954,70.2,-20.2,20.2,4,6,5,6,6,2,3,7
110,0,0,10,"yikes",49,50,75,90,0.3,0.52,0.18,50,0.3,0.058,70.2,-20.2,20.2,3,7,7,6,6,1,2,6
67,0,0,8,"dang",12,20,45,70,0.4,0.34,0.26,70,0.26,0.413,41.5,28.5,28.5,7,4,1,6,4,1,3,3
83,0,0,2,"awesome",24,20,60,90,0.33,0.2,0.47,90,0.47,0.414,60.9,29.1,29.1,9,1,1,9,1,1,9,1
62,0,0,9,"meh",24,20,60,90,0.33,0.2,0.47,90,0.47,0.422,60.9,29.1,29.1,5,1,1,1,1,1,9,2
19,0,0,9,"meh",49,50,75,90,0.3,0.52,0.18,50,0.3,0.109,70.2,-20.2,20.2,4,7,7,5,6,3,4,8
134,0,0,10,"yikes",49,50,75,90,0.3,0.52,0.18,50,0.3,0.004,70.2,-20.2,20.2,3,8,8,8,8,3,6,8
70,0,0,9,"meh",12,20,45,70,0.4,0.34,0.26,70,0.26,0.499,41.5,28.5,28.5,9,1,1,5,1,1,1,1
28,0,0,5,"man",32,45,60,90,0.52,0.29,0.19,60,0.29,0.974,57.9,2.1,2.1,7,2,2,8,6,1,5,7
129,0,0,3,"yay",1,0,30,60,0.38,0.36,0.26,0,0.38,0.96,26.4,-26.4,26.4,4,6,6,9,4,1,1,8
115,0,0,2,"awesome",32,45,60,90,0.52,0.29,0.19,60,0.29,0.781,57.9,2.1,2.1,9,1,1,8,1,1,8,1
22,0,0,9,"meh",14,30,50,95,0.33,0.29,0.38,50,0.29,0.151,60.5,-10.5,10.5,5,5,5,5,7,1,5,8
10,0,0,10,"yikes",47,55,70,85,0.28,0.51,0.21,70,0.51,0.31,68.95,1.05,1.05,6,5,5,7,3,3,1,6
40,0,0,4,"wow",14,30,50,95,0.33,0.29,0.38,50,0.29,0.043,60.5,-10.5,10.5,9,5,5,9,2,2,9,1
148,0,0,8,"dang",12,20,45,70,0.4,0.34,0.26,70,0.26,0.607,41.5,28.5,28.5,4,6,4,2,5,5,7,1
51,0,0,3,"yay",16,25,60,100,0.45,0.37,0.18,25,0.45,0.846,51.45,-26.45,26.45,4,6,1,1,3,1,4,8
7,0,0,7,"damn",32,45,60,90,0.52,0.29,0.19,60,0.29,0.842,57.9,2.1,2.1,2,4,5,4,2,1,1,5
146,0,0,1,"cool",49,50,75,90,0.3,0.52,0.18,50,0.3,0.828,70.2,-20.2,20.2,6,3,2,2,2,2,6,3
119,0,0,5,"man",16,25,60,100,0.45,0.37,0.18,25,0.45,0.407,51.45,-26.45,26.45,5,5,1,5,2,1,4,6
37,0,0,2,"awesome",49,50,75,90,0.3,0.52,0.18,50,0.3,0.644,70.2,-20.2,20.2,6,7,3,6,5,2,1,5
141,0,0,8,"dang",47,55,70,85,0.28,0.51,0.21,70,0.51,0.977,68.95,1.05,1.05,5,5,2,2,4,1,4,6
128,0,0,10,"yikes",16,25,60,100,0.45,0.37,0.18,25,0.45,0.511,51.45,-26.45,26.45,2,3,1,3,2,1,5,6
143,0,0,1,"cool",49,50,75,90,0.3,0.52,0.18,50,0.3,0.142,70.2,-20.2,20.2,3,4,5,6,7,8,1,2
31,0,0,3,"yay",12,20,45,70,0.4,0.34,0.26,70,0.26,0.117,41.5,28.5,28.5,9,1,1,7,1,1,9,1
72,0,0,3,"yay",16,25,60,100,0.45,0.37,0.18,25,0.45,0.944,51.45,-26.45,26.45,6,1,1,3,1,1,4,4
90,0,0,6,"oh",12,20,45,70,0.4,0.34,0.26,70,0.26,0.262,41.5,28.5,28.5,1,1,1,7,1,1,1,7
101,0,0,6,"oh",9,15,70,80,0.45,0.29,0.26,80,0.26,0.073,47.85,32.15,32.15,7,1,1,3,1,1,3,1
41,0,0,1,"cool",12,20,45,70,0.4,0.34,0.26,70,0.26,0.049,41.5,28.5,28.5,6,1,1,5,1,1,1,1
80,0,0,1,"cool",1,0,30,60,0.38,0.36,0.26,0,0.38,0.416,26.4,-26.4,26.4,2,3,1,5,1,1,3,4
88,0,0,9,"meh",12,20,45,70,0.4,0.34,0.26,70,0.26,0.157,41.5,28.5,28.5,1,1,1,1,1,1,1,1
56,0,0,3,"yay",1,0,30,60,0.38,0.36,0.26,0,0.38,0.451,26.4,-26.4,26.4,1,7,7,6,8,4,1,9
135,0,0,10,"yikes",41,0,40,95,0.27,0.4,0.33,40,0.4,0.865,47.35,-7.35,7.35,3,2,4,9,3,1,5,1
96,0,0,9,"meh",32,45,60,90,0.52,0.29,0.19,60,0.29,0.501,57.9,2.1,2.1,3,1,1,3,4,1,2,5
118,0,0,4,"wow",41,0,40,95,0.27,0.4,0.33,40,0.4,0.792,47.35,-7.35,7.35,8,1,1,8,1,1,9,1
89,0,0,6,"oh",16,25,60,100,0.45,0.37,0.18,25,0.45,0.724,51.45,-26.45,26.45,3,6,2,7,2,1,2,7
42,0,0,4,"wow",1,0,30,60,0.38,0.36,0.26,0,0.38,0.165,26.4,-26.4,26.4,1,8,7,8,3,3,1,9
139,0,0,9,"meh",9,15,70,80,0.45,0.29,0.26,80,0.26,0.701,47.85,32.15,32.15,5,3,3,3,5,4,5,4
50,0,0,10,"yikes",1,0,30,60,0.38,0.36,0.26,0,0.38,0.432,26.4,-26.4,26.4,1,6,5,8,5,1,1,9
131,0,0,4,"wow",14,30,50,95,0.33,0.29,0.38,50,0.29,0.801,60.5,-10.5,10.5,5,2,5,5,7,1,4,7
18,0,0,4,"wow",41,0,40,95,0.27,0.4,0.33,40,0.4,0.283,47.35,-7.35,7.35,7,1,1,9,1,1,7,3
116,0,0,5,"man",16,25,60,100,0.45,0.37,0.18,25,0.45,0.589,51.45,-26.45,26.45,4,4,4,4,3,4,3,7
38,0,0,1,"cool",9,15,70,80,0.45,0.29,0.26,80,0.26,0.394,47.85,32.15,32.15,8,1,1,1,1,1,9,1
102,0,0,4,"wow",9,15,70,80,0.45,0.29,0.26,80,0.26,0.637,47.85,32.15,32.15,5,1,1,1,1,1,4,1
122,0,0,2,"awesome",24,20,60,90,0.33,0.2,0.47,90,0.47,0.085,60.9,29.1,29.1,9,1,1,8,1,1,7,1
17,0,0,2,"awesome",12,20,45,70,0.4,0.34,0.26,70,0.26,0.828,41.5,28.5,28.5,9,1,1,3,1,1,9,1
86,0,0,5,"man",24,20,60,90,0.33,0.2,0.47,90,0.47,0.188,60.9,29.1,29.1,7,1,2,4,2,1,7,3
111,0,0,3,"yay",9,15,70,80,0.45,0.29,0.26,80,0.26,0.981,47.85,32.15,32.15,9,1,1,7,1,1,1,1
58,0,0,8,"dang",32,45,60,90,0.52,0.29,0.19,60,0.29,0.239,57.9,2.1,2.1,4,6,6,3,5,2,2,7
137,0,0,8,"dang",12,20,45,70,0.4,0.34,0.26,70,0.26,0.266,41.5,28.5,28.5,2,3,4,5,5,1,3,8
3,0,0,6,"oh",32,45,60,90,0.52,0.29,0.19,60,0.29,0.09,57.9,2.1,2.1,5,4,1,4,2,1,3,6
76,0,0,1,"cool",14,30,50,95,0.33,0.29,0.38,50,0.29,0.827,60.5,-10.5,10.5,8,1,1,2,1,1,8,2
109,0,0,10,"yikes",24,20,60,90,0.33,0.2,0.47,90,0.47,0.255,60.9,29.1,29.1,9,1,1,9,1,1,9,1
93,0,0,5,"man",49,50,75,90,0.3,0.52,0.18,50,0.3,0.134,70.2,-20.2,20.2,4,5,6,1,6,1,4,7
142,0,0,3,"yay",24,20,60,90,0.33,0.2,0.47,90,0.47,0.23,60.9,29.1,29.1,9,1,1,3,1,1,9,1
149,0,0,3,"yay",9,15,70,80,0.45,0.29,0.26,80,0.26,0.594,47.85,32.15,32.15,9,1,1,7,1,1,8,1
16,0,0,9,"meh",1,0,30,60,0.38,0.36,0.26,0,0.38,0.804,26.4,-26.4,26.4,1,4,3,3,5,2,1,6
87,0,0,5,"man",12,20,45,70,0.4,0.34,0.26,70,0.26,0.605,41.5,28.5,28.5,7,1,1,5,1,1,1,1
95,0,0,6,"oh",12,20,45,70,0.4,0.34,0.26,70,0.26,0.423,41.5,28.5,28.5,8,1,1,8,1,1,7,1
62,0,0,8,"dang",41,0,40,95,0.27,0.4,0.33,40,0.4,0.106,47.35,-7.35,7.35,4,2,1,3,1,1,5,5
70,0,0,8,"dang",14,30,50,95,0.33,0.29,0.38,50,0.29,0.293,60.5,-10.5,10.5,6,2,1,4,5,1,3,8
115,0,0,6,"oh",9,15,70,80,0.45,0.29,0.26,80,0.26,0.337,47.85,32.15,32.15,9,1,1,9,1,1,8,1
29,0,0,8,"dang",9,15,70,80,0.45,0.29,0.26,80,0.26,0.634,47.85,32.15,32.15,9,1,1,8,1,1,7,1
120,0,0,10,"yikes",49,50,75,90,0.3,0.52,0.18,50,0.3,0.646,70.2,-20.2,20.2,6,1,1,2,4,1,1,2
141,0,0,1,"cool",9,15,70,80,0.45,0.29,0.26,80,0.26,0.296,47.85,32.15,32.15,9,1,1,4,1,1,7,1
143,0,0,3,"yay",16,25,60,100,0.45,0.37,0.18,25,0.45,0.99,51.45,-26.45,26.45,6,3,3,4,3,1,1,1
55,0,0,5,"man",24,20,60,90,0.33,0.2,0.47,90,0.47,0.282,60.9,29.1,29.1,7,1,1,7,1,1,8,1
31,0,0,5,"man",1,0,30,60,0.38,0.36,0.26,0,0.38,0.256,26.4,-26.4,26.4,2,7,7,7,8,5,2,8
79,0,0,5,"man",24,20,60,90,0.33,0.2,0.47,90,0.47,0.732,60.9,29.1,29.1,9,1,1,9,1,1,9,1
97,0,0,3,"yay",49,50,75,90,0.3,0.52,0.18,50,0.3,0.628,70.2,-20.2,20.2,7,2,1,2,1,1,4,3
104,0,0,8,"dang",12,20,45,70,0.4,0.34,0.26,70,0.26,0.619,41.5,28.5,28.5,9,1,1,9,1,9,9,1
108,0,0,4,"wow",9,15,70,80,0.45,0.29,0.26,80,0.26,0.189,47.85,32.15,32.15,9,1,1,9,1,1,9,1
90,0,0,9,"meh",49,50,75,90,0.3,0.52,0.18,50,0.3,0.234,70.2,-20.2,20.2,4,3,1,4,5,1,2,7
114,0,0,9,"meh",1,0,30,60,0.38,0.36,0.26,0,0.38,0.964,26.4,-26.4,26.4,1,6,2,5,7,1,1,7
69,0,0,10,"yikes",12,20,45,70,0.4,0.34,0.26,70,0.26,0.935,41.5,28.5,28.5,9,1,1,8,1,1,9,1
82,0,0,10,"yikes",24,20,60,90,0.33,0.2,0.47,90,0.47,0.846,60.9,29.1,29.1,9,1,1,9,1,1,9,1
81,0,0,4,"wow",14,30,50,95,0.33,0.29,0.38,50,0.29,0.824,60.5,-10.5,10.5,8,1,1,8,1,1,4,1
88,0,0,7,"damn",32,45,60,90,0.52,0.29,0.19,60,0.29,0.609,57.9,2.1,2.1,4,1,1,1,6,1,1,8
45,0,0,2,"awesome",1,0,30,60,0.38,0.36,0.26,0,0.38,0.14,26.4,-26.4,26.4,1,4,7,3,7,3,1,9
56,0,0,4,"wow",41,0,40,95,0.27,0.4,0.33,40,0.4,0.613,47.35,-7.35,7.35,6,2,2,6,2,2,6,3
117,0,0,5,"man",1,0,30,60,0.38,0.36,0.26,0,0.38,0.699,26.4,-26.4,26.4,1,9,1,6,7,1,2,9
96,0,0,10,"yikes",24,20,60,90,0.33,0.2,0.47,90,0.47,0.94,60.9,29.1,29.1,4,1,1,8,1,1,4,4
123,0,0,4,"wow",32,45,60,90,0.52,0.29,0.19,60,0.29,0.764,57.9,2.1,2.1,5,1,1,5,1,1,5,1
63,0,0,9,"meh",49,50,75,90,0.3,0.52,0.18,50,0.3,0.955,70.2,-20.2,20.2,4,6,6,3,8,1,4,7
118,0,0,6,"oh",24,20,60,90,0.33,0.2,0.47,90,0.47,0.745,60.9,29.1,29.1,3,7,7,5,7,1,2,9
89,0,0,1,"cool",47,55,70,85,0.28,0.51,0.21,70,0.51,0.418,68.95,1.05,1.05,7,1,1,4,1,1,6,2
6,0,0,1,"cool",41,0,40,95,0.27,0.4,0.33,40,0.4,0.601,47.35,-7.35,7.35,7,1,1,7,1,1,8,2
20,0,0,2,"awesome",14,30,50,95,0.33,0.29,0.38,50,0.29,0.86,60.5,-10.5,10.5,9,1,1,7,1,1,8,1
17,0,0,7,"damn",47,55,70,85,0.28,0.51,0.21,70,0.51,0.149,68.95,1.05,1.05,7,1,1,9,1,1,5,1
130,0,0,10,"yikes",47,55,70,85,0.28,0.51,0.21,70,0.51,0.956,68.95,1.05,1.05,8,1,1,9,1,1,9,1
35,0,0,5,"man",41,0,40,95,0.27,0.4,0.33,40,0.4,0.854,47.35,-7.35,7.35,3,5,1,5,5,1,3,6
9,0,0,5,"man",41,0,40,95,0.27,0.4,0.33,40,0.4,0.75,47.35,-7.35,7.35,3,5,4,2,5,1,2,8
5,0,0,4,"wow",1,0,30,60,0.38,0.36,0.26,0,0.38,0.486,26.4,-26.4,26.4,1,7,9,9,1,1,1,9
100,0,0,9,"meh",41,0,40,95,0.27,0.4,0.33,40,0.4,0.475,47.35,-7.35,7.35,1,8,9,3,8,1,1,9
3,0,0,3,"yay",12,20,45,70,0.4,0.34,0.26,70,0.26,0.291,41.5,28.5,28.5,7,1,1,6,1,1,8,1
30,0,0,7,"damn",32,45,60,90,0.52,0.29,0.19,60,0.29,0.299,57.9,2.1,2.1,5,5,4,4,6,1,3,7
68,0,0,7,"damn",14,30,50,95,0.33,0.29,0.38,50,0.29,0.661,60.5,-10.5,10.5,2,5,7,6,7,1,2,8
93,0,0,1,"cool",1,0,30,60,0.38,0.36,0.26,0,0.38,0.939,26.4,-26.4,26.4,5,5,5,5,5,5,7,5
121,0,0,6,"oh",1,0,30,60,0.38,0.36,0.26,0,0.38,0.458,26.4,-26.4,26.4,1,6,6,3,9,1,2,9
78,0,0,5,"man",12,20,45,70,0.4,0.34,0.26,70,0.26,0.543,41.5,28.5,28.5,9,1,1,9,1,1,1,1
92,0,0,6,"oh",1,0,30,60,0.38,0.36,0.26,0,0.38,0.707,26.4,-26.4,26.4,1,2,2,3,2,1,2,5
87,0,0,3,"yay",14,30,50,95,0.33,0.29,0.38,50,0.29,0.421,60.5,-10.5,10.5,7,1,1,1,1,1,2,1
110,0,0,2,"awesome",24,20,60,90,0.33,0.2,0.47,90,0.47,0.976,60.9,29.1,29.1,9,1,1,6,1,1,9,1
147,0,0,1,"cool",41,0,40,95,0.27,0.4,0.33,40,0.4,0.444,47.35,-7.35,7.35,6,3,1,1,2,1,8,2
133,0,0,2,"awesome",32,45,60,90,0.52,0.29,0.19,60,0.29,0.781,57.9,2.1,2.1,9,1,1,7,1,1,9,1
34,0,0,9,"meh",24,20,60,90,0.33,0.2,0.47,90,0.47,0.781,60.9,29.1,29.1,1,6,2,1,3,1,1,3
22,0,0,5,"man",47,55,70,85,0.28,0.51,0.21,70,0.51,0.077,68.95,1.05,1.05,5,5,2,6,1,1,6,5
10,0,0,2,"awesome",14,30,50,95,0.33,0.29,0.38,50,0.29,0.508,60.5,-10.5,10.5,9,1,1,3,1,1,1,1
106,0,0,6,"oh",24,20,60,90,0.33,0.2,0.47,90,0.47,0.156,60.9,29.1,29.1,9,1,1,9,1,1,8,1
7,0,0,6,"oh",16,25,60,100,0.45,0.37,0.18,25,0.45,0.347,51.45,-26.45,26.45,2,3,2,2,2,1,2,7
128,0,0,2,"awesome",12,20,45,70,0.4,0.34,0.26,70,0.26,0.532,41.5,28.5,28.5,9,1,1,6,1,1,1,1
