"workerid","occludeFace","occludeWheel","faceID","faceValence","faceArousal","facePath","spinnerID","payoff1","payoff2","payoff3","prob1","prob2","prob3","win","winProb","angleProp","EV","PE","absPE","happy","sad","anger","surprise","disgust","fear","content","disapp"
147,1,0,NA,NA,NA,NA,41,0,40,95,0.27,0.4,0.33,40,0.4,0.828,47.35,-7.35,7.35,6,1,1,7,1,1,6,1
207,1,0,NA,NA,NA,NA,49,50,75,90,0.3,0.52,0.18,50,0.3,0.125,70.2,-20.2,20.2,4,3,1,1,1,1,3,4
202,1,0,NA,NA,NA,NA,24,20,60,90,0.33,0.2,0.47,90,0.47,0.755,60.9,29.1,29.1,9,1,1,9,1,1,9,1
279,1,0,NA,NA,NA,NA,49,50,75,90,0.3,0.52,0.18,50,0.3,0.101,70.2,-20.2,20.2,2,6,4,5,5,2,3,7
414,1,0,NA,NA,NA,NA,32,45,60,90,0.52,0.29,0.19,60,0.29,0.74,57.9,2.1,2.1,4,1,1,3,1,1,5,2
58,1,0,NA,NA,NA,NA,1,0,30,60,0.38,0.36,0.26,0,0.38,0.013,26.4,-26.4,26.4,2,4,5,5,6,1,2,8
27,1,0,NA,NA,NA,NA,12,20,45,70,0.4,0.34,0.26,70,0.26,0.255,41.5,28.5,28.5,8,1,1,6,1,1,9,1
430,1,0,NA,NA,NA,NA,16,25,60,100,0.45,0.37,0.18,25,0.45,0.374,51.45,-26.45,26.45,3,7,3,6,5,1,1,6
261,1,0,NA,NA,NA,NA,14,30,50,95,0.33,0.29,0.38,50,0.29,0.099,60.5,-10.5,10.5,7,1,1,4,1,1,2,1
344,1,0,NA,NA,NA,NA,1,0,30,60,0.38,0.36,0.26,0,0.38,0.919,26.4,-26.4,26.4,1,8,4,5,1,1,1,8
281,1,0,NA,NA,NA,NA,49,50,75,90,0.3,0.52,0.18,50,0.3,0.861,70.2,-20.2,20.2,6,1,1,1,1,1,6,3
408,1,0,NA,NA,NA,NA,1,0,30,60,0.38,0.36,0.26,0,0.38,0.623,26.4,-26.4,26.4,1,5,2,5,1,1,4,7
294,1,0,NA,NA,NA,NA,14,30,50,95,0.33,0.29,0.38,50,0.29,0.022,60.5,-10.5,10.5,6,2,2,4,1,1,5,2
382,1,0,NA,NA,NA,NA,12,20,45,70,0.4,0.34,0.26,70,0.26,0.239,41.5,28.5,28.5,9,1,1,7,1,1,7,1
67,1,0,NA,NA,NA,NA,24,20,60,90,0.33,0.2,0.47,90,0.47,0.419,60.9,29.1,29.1,9,1,1,8,1,1,7,1
148,1,0,NA,NA,NA,NA,47,55,70,85,0.28,0.51,0.21,70,0.51,0.858,68.95,1.05,1.05,7,1,1,5,1,1,1,3
208,1,0,NA,NA,NA,NA,32,45,60,90,0.52,0.29,0.19,60,0.29,0.863,57.9,2.1,2.1,7,1,1,4,1,1,1,2
185,1,0,NA,NA,NA,NA,14,30,50,95,0.33,0.29,0.38,50,0.29,0.078,60.5,-10.5,10.5,5,1,1,6,1,1,5,1
337,1,0,NA,NA,NA,NA,41,0,40,95,0.27,0.4,0.33,40,0.4,0.605,47.35,-7.35,7.35,5,1,1,7,1,1,5,2
110,1,0,NA,NA,NA,NA,32,45,60,90,0.52,0.29,0.19,60,0.29,0.835,57.9,2.1,2.1,6,3,3,5,2,1,6,5
303,1,0,NA,NA,NA,NA,32,45,60,90,0.52,0.29,0.19,60,0.29,0.984,57.9,2.1,2.1,8,2,2,7,1,1,8,2
83,1,0,NA,NA,NA,NA,41,0,40,95,0.27,0.4,0.33,40,0.4,0.311,47.35,-7.35,7.35,6,2,1,3,2,3,5,4
79,1,0,NA,NA,NA,NA,24,20,60,90,0.33,0.2,0.47,90,0.47,0.278,60.9,29.1,29.1,9,1,1,7,1,1,9,1
386,1,0,NA,NA,NA,NA,9,15,70,80,0.45,0.29,0.26,80,0.26,0.872,47.85,32.15,32.15,9,1,1,9,1,1,9,1
171,1,0,NA,NA,NA,NA,32,45,60,90,0.52,0.29,0.19,60,0.29,0.738,57.9,2.1,2.1,5,1,1,1,1,1,1,1
358,1,0,NA,NA,NA,NA,1,0,30,60,0.38,0.36,0.26,0,0.38,0.879,26.4,-26.4,26.4,5,1,1,5,1,1,7,4
338,1,0,NA,NA,NA,NA,24,20,60,90,0.33,0.2,0.47,90,0.47,0.63,60.9,29.1,29.1,9,1,1,8,1,1,8,1
461,1,0,NA,NA,NA,NA,41,0,40,95,0.27,0.4,0.33,40,0.4,0.401,47.35,-7.35,7.35,4,4,3,3,3,3,4,3
309,1,0,NA,NA,NA,NA,14,30,50,95,0.33,0.29,0.38,50,0.29,0.879,60.5,-10.5,10.5,1,1,1,1,1,1,1,1
180,1,0,NA,NA,NA,NA,41,0,40,95,0.27,0.4,0.33,40,0.4,0.15,47.35,-7.35,7.35,6,2,2,5,1,1,4,3
416,1,0,NA,NA,NA,NA,49,50,75,90,0.3,0.52,0.18,50,0.3,0.687,70.2,-20.2,20.2,3,2,1,5,1,1,2,5
151,1,0,NA,NA,NA,NA,49,50,75,90,0.3,0.52,0.18,50,0.3,0.378,70.2,-20.2,20.2,5,3,1,5,1,1,1,5
213,1,0,NA,NA,NA,NA,14,30,50,95,0.33,0.29,0.38,50,0.29,0.56,60.5,-10.5,10.5,7,1,1,4,1,1,1,1
51,1,0,NA,NA,NA,NA,9,15,70,80,0.45,0.29,0.26,80,0.26,0.987,47.85,32.15,32.15,8,1,1,7,1,1,7,1
220,1,0,NA,NA,NA,NA,32,45,60,90,0.52,0.29,0.19,60,0.29,0.114,57.9,2.1,2.1,7,1,1,3,1,1,6,2
203,1,0,NA,NA,NA,NA,9,15,70,80,0.45,0.29,0.26,80,0.26,0.716,47.85,32.15,32.15,9,1,1,8,1,1,9,1
463,1,0,NA,NA,NA,NA,41,0,40,95,0.27,0.4,0.33,40,0.4,0.884,47.35,-7.35,7.35,7,1,2,7,1,1,6,3
96,1,0,NA,NA,NA,NA,49,50,75,90,0.3,0.52,0.18,50,0.3,0.033,70.2,-20.2,20.2,6,2,2,6,2,2,5,2
373,1,0,NA,NA,NA,NA,12,20,45,70,0.4,0.34,0.26,70,0.26,0.504,41.5,28.5,28.5,9,1,1,6,1,1,8,1
5,1,0,NA,NA,NA,NA,47,55,70,85,0.28,0.51,0.21,70,0.51,0.47,68.95,1.05,1.05,8,2,1,6,1,1,7,3
383,1,0,NA,NA,NA,NA,41,0,40,95,0.27,0.4,0.33,40,0.4,0.93,47.35,-7.35,7.35,4,1,1,1,1,1,3,1
111,1,0,NA,NA,NA,NA,14,30,50,95,0.33,0.29,0.38,50,0.29,0.843,60.5,-10.5,10.5,6,3,1,5,1,1,7,5
359,1,0,NA,NA,NA,NA,24,20,60,90,0.33,0.2,0.47,90,0.47,0.799,60.9,29.1,29.1,9,1,1,7,1,1,9,1
98,1,0,NA,NA,NA,NA,49,50,75,90,0.3,0.52,0.18,50,0.3,0.336,70.2,-20.2,20.2,6,3,1,2,1,1,3,7
209,1,0,NA,NA,NA,NA,49,50,75,90,0.3,0.52,0.18,50,0.3,0.979,70.2,-20.2,20.2,5,6,3,6,4,1,4,6
143,1,0,NA,NA,NA,NA,49,50,75,90,0.3,0.52,0.18,50,0.3,0.851,70.2,-20.2,20.2,3,5,1,1,4,1,5,7
230,1,0,NA,NA,NA,NA,41,0,40,95,0.27,0.4,0.33,40,0.4,0.974,47.35,-7.35,7.35,9,2,2,2,2,2,9,9
308,1,0,NA,NA,NA,NA,49,50,75,90,0.3,0.52,0.18,50,0.3,0.997,70.2,-20.2,20.2,8,1,1,6,1,1,4,1
329,1,0,NA,NA,NA,NA,49,50,75,90,0.3,0.52,0.18,50,0.3,0.476,70.2,-20.2,20.2,2,6,5,3,8,3,2,9
223,1,0,NA,NA,NA,NA,49,50,75,90,0.3,0.52,0.18,50,0.3,0.21,70.2,-20.2,20.2,9,1,1,7,2,1,8,5
347,1,0,NA,NA,NA,NA,1,0,30,60,0.38,0.36,0.26,0,0.38,0.526,26.4,-26.4,26.4,1,7,3,2,3,1,1,8
432,1,0,NA,NA,NA,NA,49,50,75,90,0.3,0.52,0.18,50,0.3,0.117,70.2,-20.2,20.2,3,4,1,3,1,1,4,7
424,1,0,NA,NA,NA,NA,9,15,70,80,0.45,0.29,0.26,80,0.26,0.562,47.85,32.15,32.15,8,2,2,7,2,2,7,2
13,1,0,NA,NA,NA,NA,41,0,40,95,0.27,0.4,0.33,40,0.4,0.535,47.35,-7.35,7.35,6,1,1,5,1,1,5,8
131,1,0,NA,NA,NA,NA,41,0,40,95,0.27,0.4,0.33,40,0.4,0.003,47.35,-7.35,7.35,1,9,9,1,9,9,5,9
34,1,0,NA,NA,NA,NA,1,0,30,60,0.38,0.36,0.26,0,0.38,0.538,26.4,-26.4,26.4,1,9,9,1,9,1,1,9
182,1,0,NA,NA,NA,NA,41,0,40,95,0.27,0.4,0.33,40,0.4,0.819,47.35,-7.35,7.35,5,2,2,4,2,1,3,4
462,1,0,NA,NA,NA,NA,32,45,60,90,0.52,0.29,0.19,60,0.29,0.104,57.9,2.1,2.1,6,2,1,5,2,2,5,4
43,1,0,NA,NA,NA,NA,47,55,70,85,0.28,0.51,0.21,70,0.51,0.584,68.95,1.05,1.05,8,1,1,3,1,1,9,1
33,1,0,NA,NA,NA,NA,1,0,30,60,0.38,0.36,0.26,0,0.38,0.207,26.4,-26.4,26.4,1,3,2,2,1,1,2,6
222,1,0,NA,NA,NA,NA,12,20,45,70,0.4,0.34,0.26,70,0.26,0.664,41.5,28.5,28.5,9,1,1,9,1,1,9,1
189,1,0,NA,NA,NA,NA,1,0,30,60,0.38,0.36,0.26,0,0.38,0.138,26.4,-26.4,26.4,1,9,9,9,5,3,2,9
243,1,0,NA,NA,NA,NA,24,20,60,90,0.33,0.2,0.47,90,0.47,0.261,60.9,29.1,29.1,9,1,1,8,1,1,9,1
265,1,0,NA,NA,NA,NA,32,45,60,90,0.52,0.29,0.19,60,0.29,0.71,57.9,2.1,2.1,6,1,3,6,1,1,7,6
45,1,0,NA,NA,NA,NA,32,45,60,90,0.52,0.29,0.19,60,0.29,0.221,57.9,2.1,2.1,9,1,1,5,2,1,8,4
385,1,0,NA,NA,NA,NA,9,15,70,80,0.45,0.29,0.26,80,0.26,0.198,47.85,32.15,32.15,9,1,1,5,1,1,1,1
273,1,0,NA,NA,NA,NA,1,0,30,60,0.38,0.36,0.26,0,0.38,0.419,26.4,-26.4,26.4,1,6,6,5,5,2,1,8
326,1,0,NA,NA,NA,NA,1,0,30,60,0.38,0.36,0.26,0,0.38,0.338,26.4,-26.4,26.4,3,3,3,6,5,4,2,8
113,1,0,NA,NA,NA,NA,41,0,40,95,0.27,0.4,0.33,40,0.4,0.118,47.35,-7.35,7.35,4,2,1,2,1,1,6,2
393,1,0,NA,NA,NA,NA,41,0,40,95,0.27,0.4,0.33,40,0.4,0.606,47.35,-7.35,7.35,5,2,2,4,4,2,6,5
170,1,0,NA,NA,NA,NA,9,15,70,80,0.45,0.29,0.26,80,0.26,0.702,47.85,32.15,32.15,8,2,2,7,2,2,6,1
188,1,0,NA,NA,NA,NA,49,50,75,90,0.3,0.52,0.18,50,0.3,0.554,70.2,-20.2,20.2,2,4,3,2,4,1,1,8
411,1,0,NA,NA,NA,NA,1,0,30,60,0.38,0.36,0.26,0,0.38,0.172,26.4,-26.4,26.4,1,8,7,2,8,4,3,8
357,1,0,NA,NA,NA,NA,1,0,30,60,0.38,0.36,0.26,0,0.38,0.044,26.4,-26.4,26.4,1,7,3,7,3,1,1,9
345,1,0,NA,NA,NA,NA,49,50,75,90,0.3,0.52,0.18,50,0.3,0.037,70.2,-20.2,20.2,4,6,3,4,2,1,4,7
177,1,0,NA,NA,NA,NA,14,30,50,95,0.33,0.29,0.38,50,0.29,0.609,60.5,-10.5,10.5,4,2,4,5,3,3,3,3
54,1,0,NA,NA,NA,NA,12,20,45,70,0.4,0.34,0.26,70,0.26,0.66,41.5,28.5,28.5,9,1,1,9,1,1,8,1
72,1,0,NA,NA,NA,NA,12,20,45,70,0.4,0.34,0.26,70,0.26,0.357,41.5,28.5,28.5,9,1,1,8,2,1,9,1
453,1,0,NA,NA,NA,NA,14,30,50,95,0.33,0.29,0.38,50,0.29,0.428,60.5,-10.5,10.5,5,4,5,3,1,1,1,3
129,1,0,NA,NA,NA,NA,47,55,70,85,0.28,0.51,0.21,70,0.51,0.109,68.95,1.05,1.05,5,7,7,7,6,7,2,6
16,1,0,NA,NA,NA,NA,14,30,50,95,0.33,0.29,0.38,50,0.29,0.3,60.5,-10.5,10.5,6,2,2,5,2,2,6,3
226,1,0,NA,NA,NA,NA,12,20,45,70,0.4,0.34,0.26,70,0.26,0.263,41.5,28.5,28.5,7,1,1,5,1,1,7,1
307,1,0,NA,NA,NA,NA,1,0,30,60,0.38,0.36,0.26,0,0.38,0.104,26.4,-26.4,26.4,1,9,5,5,2,1,1,9
277,1,0,NA,NA,NA,NA,32,45,60,90,0.52,0.29,0.19,60,0.29,0.945,57.9,2.1,2.1,6,2,1,7,2,1,6,2
260,1,0,NA,NA,NA,NA,14,30,50,95,0.33,0.29,0.38,50,0.29,0.113,60.5,-10.5,10.5,8,1,1,2,1,1,3,3
85,1,0,NA,NA,NA,NA,49,50,75,90,0.3,0.52,0.18,50,0.3,0.239,70.2,-20.2,20.2,7,3,3,3,3,3,6,6
21,1,0,NA,NA,NA,NA,14,30,50,95,0.33,0.29,0.38,50,0.29,0.733,60.5,-10.5,10.5,7,1,1,1,1,1,1,1
101,1,0,NA,NA,NA,NA,1,0,30,60,0.38,0.36,0.26,0,0.38,0.174,26.4,-26.4,26.4,2,6,5,2,3,2,5,6
186,1,0,NA,NA,NA,NA,32,45,60,90,0.52,0.29,0.19,60,0.29,0.991,57.9,2.1,2.1,6,3,2,3,2,2,7,3
136,1,0,NA,NA,NA,NA,12,20,45,70,0.4,0.34,0.26,70,0.26,0.324,41.5,28.5,28.5,9,1,1,9,1,1,9,1
289,1,0,NA,NA,NA,NA,12,20,45,70,0.4,0.34,0.26,70,0.26,0.576,41.5,28.5,28.5,9,1,1,9,1,1,9,1
258,1,0,NA,NA,NA,NA,12,20,45,70,0.4,0.34,0.26,70,0.26,0.608,41.5,28.5,28.5,9,1,1,7,1,1,9,1
291,1,0,NA,NA,NA,NA,12,20,45,70,0.4,0.34,0.26,70,0.26,0.51,41.5,28.5,28.5,8,1,1,3,1,1,1,1
339,1,0,NA,NA,NA,NA,14,30,50,95,0.33,0.29,0.38,50,0.29,0.669,60.5,-10.5,10.5,6,2,1,1,1,1,7,2
165,1,0,NA,NA,NA,NA,49,50,75,90,0.3,0.52,0.18,50,0.3,0.845,70.2,-20.2,20.2,3,6,3,3,4,2,4,5
420,1,0,NA,NA,NA,NA,1,0,30,60,0.38,0.36,0.26,0,0.38,0.361,26.4,-26.4,26.4,1,7,3,4,3,1,2,7
107,1,0,NA,NA,NA,NA,9,15,70,80,0.45,0.29,0.26,80,0.26,0.981,47.85,32.15,32.15,9,1,1,9,1,1,9,1
264,1,0,NA,NA,NA,NA,32,45,60,90,0.52,0.29,0.19,60,0.29,0.16,57.9,2.1,2.1,6,1,1,7,1,1,7,3
38,1,0,NA,NA,NA,NA,9,15,70,80,0.45,0.29,0.26,80,0.26,0.744,47.85,32.15,32.15,9,1,1,8,1,1,9,1
422,1,0,NA,NA,NA,NA,47,55,70,85,0.28,0.51,0.21,70,0.51,0.305,68.95,1.05,1.05,7,1,1,4,2,1,8,3
22,1,0,NA,NA,NA,NA,24,20,60,90,0.33,0.2,0.47,90,0.47,0.438,60.9,29.1,29.1,9,1,1,7,1,1,9,1
384,1,0,NA,NA,NA,NA,14,30,50,95,0.33,0.29,0.38,50,0.29,0.43,60.5,-10.5,10.5,6,4,4,5,4,1,4,5
128,1,0,NA,NA,NA,NA,47,55,70,85,0.28,0.51,0.21,70,0.51,0.413,68.95,1.05,1.05,7,1,1,5,1,1,1,3
269,1,0,NA,NA,NA,NA,12,20,45,70,0.4,0.34,0.26,70,0.26,0.868,41.5,28.5,28.5,9,1,1,8,1,1,9,1
306,1,0,NA,NA,NA,NA,9,15,70,80,0.45,0.29,0.26,80,0.26,0.088,47.85,32.15,32.15,8,1,1,7,1,1,9,1
141,1,0,NA,NA,NA,NA,12,20,45,70,0.4,0.34,0.26,70,0.26,0.328,41.5,28.5,28.5,9,1,1,7,1,1,9,1
37,1,0,NA,NA,NA,NA,32,45,60,90,0.52,0.29,0.19,60,0.29,0.07,57.9,2.1,2.1,6,3,1,6,1,1,5,3
315,1,0,NA,NA,NA,NA,32,45,60,90,0.52,0.29,0.19,60,0.29,0.299,57.9,2.1,2.1,5,1,1,2,1,1,2,1
7,1,0,NA,NA,NA,NA,12,20,45,70,0.4,0.34,0.26,70,0.26,0.023,41.5,28.5,28.5,1,1,1,1,1,1,1,1
162,1,0,NA,NA,NA,NA,41,0,40,95,0.27,0.4,0.33,40,0.4,0.803,47.35,-7.35,7.35,6,3,2,3,1,1,6,6
240,1,0,NA,NA,NA,NA,47,55,70,85,0.28,0.51,0.21,70,0.51,0.728,68.95,1.05,1.05,7,1,1,6,1,1,8,1
64,1,0,NA,NA,NA,NA,12,20,45,70,0.4,0.34,0.26,70,0.26,0.843,41.5,28.5,28.5,9,1,1,7,1,1,9,1
86,1,0,NA,NA,NA,NA,49,50,75,90,0.3,0.52,0.18,50,0.3,0.585,70.2,-20.2,20.2,3,1,1,1,1,1,5,4
367,1,0,NA,NA,NA,NA,49,50,75,90,0.3,0.52,0.18,50,0.3,0.943,70.2,-20.2,20.2,6,5,7,7,5,2,2,7
125,1,0,NA,NA,NA,NA,9,15,70,80,0.45,0.29,0.26,80,0.26,0.444,47.85,32.15,32.15,6,5,4,4,5,4,4,5
184,1,0,NA,NA,NA,NA,47,55,70,85,0.28,0.51,0.21,70,0.51,0.666,68.95,1.05,1.05,7,3,3,3,2,3,6,6
66,1,0,NA,NA,NA,NA,24,20,60,90,0.33,0.2,0.47,90,0.47,0.144,60.9,29.1,29.1,9,1,1,9,1,1,8,1
31,1,0,NA,NA,NA,NA,12,20,45,70,0.4,0.34,0.26,70,0.26,0.767,41.5,28.5,28.5,9,1,1,9,1,1,9,1
29,1,0,NA,NA,NA,NA,14,30,50,95,0.33,0.29,0.38,50,0.29,0.483,60.5,-10.5,10.5,5,1,1,4,2,1,4,2
36,1,0,NA,NA,NA,NA,47,55,70,85,0.28,0.51,0.21,70,0.51,0.777,68.95,1.05,1.05,8,1,1,4,1,1,5,1
352,1,0,NA,NA,NA,NA,9,15,70,80,0.45,0.29,0.26,80,0.26,0.375,47.85,32.15,32.15,9,1,1,8,1,1,9,1
262,1,0,NA,NA,NA,NA,32,45,60,90,0.52,0.29,0.19,60,0.29,0.712,57.9,2.1,2.1,6,3,3,6,2,1,7,3
217,1,0,NA,NA,NA,NA,41,0,40,95,0.27,0.4,0.33,40,0.4,0.046,47.35,-7.35,7.35,9,1,3,5,1,1,5,1
1,1,0,NA,NA,NA,NA,12,20,45,70,0.4,0.34,0.26,70,0.26,0.107,41.5,28.5,28.5,9,1,1,7,1,1,9,1
89,1,0,NA,NA,NA,NA,24,20,60,90,0.33,0.2,0.47,90,0.47,0.758,60.9,29.1,29.1,9,1,1,7,1,1,8,1
299,1,0,NA,NA,NA,NA,41,0,40,95,0.27,0.4,0.33,40,0.4,0.054,47.35,-7.35,7.35,4,2,1,3,1,1,5,2
75,1,0,NA,NA,NA,NA,12,20,45,70,0.4,0.34,0.26,70,0.26,0.107,41.5,28.5,28.5,9,1,1,2,1,1,1,1
119,1,0,NA,NA,NA,NA,47,55,70,85,0.28,0.51,0.21,70,0.51,0.428,68.95,1.05,1.05,6,2,2,4,2,1,5,3
343,1,0,NA,NA,NA,NA,1,0,30,60,0.38,0.36,0.26,0,0.38,0.303,26.4,-26.4,26.4,1,3,1,2,3,1,1,7
256,1,0,NA,NA,NA,NA,14,30,50,95,0.33,0.29,0.38,50,0.29,0.638,60.5,-10.5,10.5,6,1,1,3,1,1,5,3
15,1,0,NA,NA,NA,NA,49,50,75,90,0.3,0.52,0.18,50,0.3,0.287,70.2,-20.2,20.2,7,2,2,3,1,1,7,8
26,1,0,NA,NA,NA,NA,1,0,30,60,0.38,0.36,0.26,0,0.38,0.237,26.4,-26.4,26.4,1,6,9,6,9,1,1,9
118,1,0,NA,NA,NA,NA,24,20,60,90,0.33,0.2,0.47,90,0.47,0.712,60.9,29.1,29.1,9,1,1,9,1,1,9,1
342,1,0,NA,NA,NA,NA,41,0,40,95,0.27,0.4,0.33,40,0.4,0.533,47.35,-7.35,7.35,5,1,1,5,1,1,4,3
464,1,0,NA,NA,NA,NA,32,45,60,90,0.52,0.29,0.19,60,0.29,0.878,57.9,2.1,2.1,8,2,1,2,1,1,6,4
120,1,0,NA,NA,NA,NA,32,45,60,90,0.52,0.29,0.19,60,0.29,0.23,57.9,2.1,2.1,9,1,1,5,1,1,9,1
348,1,0,NA,NA,NA,NA,14,30,50,95,0.33,0.29,0.38,50,0.29,0.493,60.5,-10.5,10.5,6,5,3,3,5,1,5,6
310,1,0,NA,NA,NA,NA,41,0,40,95,0.27,0.4,0.33,40,0.4,0.682,47.35,-7.35,7.35,5,3,2,5,4,3,3,6
353,1,0,NA,NA,NA,NA,47,55,70,85,0.28,0.51,0.21,70,0.51,0.949,68.95,1.05,1.05,8,1,1,8,1,1,6,1
130,1,0,NA,NA,NA,NA,14,30,50,95,0.33,0.29,0.38,50,0.29,0.488,60.5,-10.5,10.5,6,1,1,1,1,1,7,2
314,1,0,NA,NA,NA,NA,32,45,60,90,0.52,0.29,0.19,60,0.29,0.448,57.9,2.1,2.1,6,4,2,6,1,1,5,6
316,1,0,NA,NA,NA,NA,9,15,70,80,0.45,0.29,0.26,80,0.26,0.463,47.85,32.15,32.15,7,2,1,5,2,1,7,2
71,1,0,NA,NA,NA,NA,1,0,30,60,0.38,0.36,0.26,0,0.38,0.379,26.4,-26.4,26.4,1,9,8,2,1,1,1,9
144,1,0,NA,NA,NA,NA,32,45,60,90,0.52,0.29,0.19,60,0.29,0.63,57.9,2.1,2.1,7,1,1,5,1,1,6,2
318,1,0,NA,NA,NA,NA,14,30,50,95,0.33,0.29,0.38,50,0.29,0.589,60.5,-10.5,10.5,5,5,5,5,5,5,5,5
199,1,0,NA,NA,NA,NA,1,0,30,60,0.38,0.36,0.26,0,0.38,0.644,26.4,-26.4,26.4,2,7,6,6,6,2,2,8
35,1,0,NA,NA,NA,NA,47,55,70,85,0.28,0.51,0.21,70,0.51,0.422,68.95,1.05,1.05,7,2,1,4,1,1,5,4
425,1,0,NA,NA,NA,NA,12,20,45,70,0.4,0.34,0.26,70,0.26,0.368,41.5,28.5,28.5,9,1,1,7,1,1,9,1
371,1,0,NA,NA,NA,NA,32,45,60,90,0.52,0.29,0.19,60,0.29,0.61,57.9,2.1,2.1,6,4,1,6,1,1,7,4
183,1,0,NA,NA,NA,NA,32,45,60,90,0.52,0.29,0.19,60,0.29,0.262,57.9,2.1,2.1,7,1,1,1,1,1,7,1
340,1,0,NA,NA,NA,NA,9,15,70,80,0.45,0.29,0.26,80,0.26,0.896,47.85,32.15,32.15,9,1,1,9,1,1,9,1
236,1,0,NA,NA,NA,NA,9,15,70,80,0.45,0.29,0.26,80,0.26,0.624,47.85,32.15,32.15,9,1,1,9,1,1,9,1
428,1,0,NA,NA,NA,NA,24,20,60,90,0.33,0.2,0.47,90,0.47,0.39,60.9,29.1,29.1,7,2,1,3,1,2,7,2
251,1,0,NA,NA,NA,NA,14,30,50,95,0.33,0.29,0.38,50,0.29,0.543,60.5,-10.5,10.5,8,2,1,7,1,1,1,1
378,1,0,NA,NA,NA,NA,1,0,30,60,0.38,0.36,0.26,0,0.38,0.982,26.4,-26.4,26.4,1,9,1,9,1,1,1,9
290,1,0,NA,NA,NA,NA,16,25,60,100,0.45,0.37,0.18,25,0.45,0.715,51.45,-26.45,26.45,3,4,2,3,2,1,2,6
300,1,0,NA,NA,NA,NA,16,25,60,100,0.45,0.37,0.18,25,0.45,0.678,51.45,-26.45,26.45,5,2,2,5,2,2,5,2
127,1,0,NA,NA,NA,NA,12,20,45,70,0.4,0.34,0.26,70,0.26,0.76,41.5,28.5,28.5,9,1,1,8,1,1,9,1
322,1,0,NA,NA,NA,NA,32,45,60,90,0.52,0.29,0.19,60,0.29,0.132,57.9,2.1,2.1,6,3,1,5,1,1,5,3
90,1,0,NA,NA,NA,NA,41,0,40,95,0.27,0.4,0.33,40,0.4,0.484,47.35,-7.35,7.35,3,6,2,4,4,1,2,6
24,1,0,NA,NA,NA,NA,9,15,70,80,0.45,0.29,0.26,80,0.26,0.373,47.85,32.15,32.15,8,2,2,5,2,2,3,2
450,1,0,NA,NA,NA,NA,14,30,50,95,0.33,0.29,0.38,50,0.29,0.05,60.5,-10.5,10.5,7,1,1,4,1,1,6,2
406,1,0,NA,NA,NA,NA,9,15,70,80,0.45,0.29,0.26,80,0.26,0.14,47.85,32.15,32.15,9,1,1,7,1,1,9,1
427,1,0,NA,NA,NA,NA,16,25,60,100,0.45,0.37,0.18,25,0.45,0.528,51.45,-26.45,26.45,2,4,2,1,1,1,3,6
18,1,0,NA,NA,NA,NA,32,45,60,90,0.52,0.29,0.19,60,0.29,0.636,57.9,2.1,2.1,8,1,1,8,1,1,1,1
415,1,0,NA,NA,NA,NA,14,30,50,95,0.33,0.29,0.38,50,0.29,0.226,60.5,-10.5,10.5,6,2,1,5,1,1,3,4
190,1,0,NA,NA,NA,NA,16,25,60,100,0.45,0.37,0.18,25,0.45,0.617,51.45,-26.45,26.45,6,2,2,3,5,1,5,4
147,1,0,NA,NA,NA,NA,47,55,70,85,0.28,0.51,0.21,70,0.51,0.23,68.95,1.05,1.05,8,1,1,8,1,1,7,1
286,1,0,NA,NA,NA,NA,32,45,60,90,0.52,0.29,0.19,60,0.29,0.141,57.9,2.1,2.1,8,1,1,7,1,1,1,2
207,1,0,NA,NA,NA,NA,24,20,60,90,0.33,0.2,0.47,90,0.47,0.436,60.9,29.1,29.1,9,1,1,5,1,1,6,1
239,1,0,NA,NA,NA,NA,12,20,45,70,0.4,0.34,0.26,70,0.26,0.627,41.5,28.5,28.5,9,1,1,9,1,1,9,1
204,1,0,NA,NA,NA,NA,47,55,70,85,0.28,0.51,0.21,70,0.51,0.156,68.95,1.05,1.05,6,1,1,5,1,1,6,1
181,1,0,NA,NA,NA,NA,16,25,60,100,0.45,0.37,0.18,25,0.45,0.516,51.45,-26.45,26.45,1,7,8,1,7,1,1,8
150,1,0,NA,NA,NA,NA,47,55,70,85,0.28,0.51,0.21,70,0.51,0.678,68.95,1.05,1.05,8,1,1,6,1,1,5,3
283,1,0,NA,NA,NA,NA,16,25,60,100,0.45,0.37,0.18,25,0.45,0.529,51.45,-26.45,26.45,2,8,8,3,8,4,5,8
346,1,0,NA,NA,NA,NA,9,15,70,80,0.45,0.29,0.26,80,0.26,0.171,47.85,32.15,32.15,9,1,1,7,1,1,9,1
382,1,0,NA,NA,NA,NA,47,55,70,85,0.28,0.51,0.21,70,0.51,0.693,68.95,1.05,1.05,7,1,1,3,1,1,8,2
208,1,0,NA,NA,NA,NA,9,15,70,80,0.45,0.29,0.26,80,0.26,0.064,47.85,32.15,32.15,9,1,1,6,1,1,1,1
110,1,0,NA,NA,NA,NA,41,0,40,95,0.27,0.4,0.33,40,0.4,0.568,47.35,-7.35,7.35,5,5,1,5,1,1,5,6
303,1,0,NA,NA,NA,NA,12,20,45,70,0.4,0.34,0.26,70,0.26,0.81,41.5,28.5,28.5,9,1,1,9,1,1,9,1
274,1,0,NA,NA,NA,NA,12,20,45,70,0.4,0.34,0.26,70,0.26,0.933,41.5,28.5,28.5,5,1,1,4,1,1,5,2
